,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-01,0.0
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-02,0.0
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-03,0.0
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-04,0.0
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-05,0.0
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-06,0.0
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-07,0.0
01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-08,0.0
01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-09,0.0
01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-10,0.0
01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-11,0.0
01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-12,0.0
01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-13,0.0
01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-14,0.0
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-15,0.0
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,02-16,0.0
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,9.0,02-17,7.500000416863863e-05
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,9.0,02-18,7.500000416863863e-05
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,9.0,02-19,7.500000416863863e-05
01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,9.0,02-20,7.500000416863863e-05
01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,9.0,02-21,7.500000416863863e-05
01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,9.0,02-22,7.500000416863863e-05
01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,9.0,02-23,7.500000416863863e-05
01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,9.0,02-24,7.500000416863863e-05
01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009000000500236636,0.0,0.0,0.0,0.0,1.0,8.0,02-25,7.500000416863863e-05
