Date,High,Low,Open,Close,Volume,Adj Close
2018-04-24,68.0,68.0,68.0,68.0,100.0,68.0
2018-04-25,68.0,68.0,68.0,68.0,0.0,68.0
2018-04-26,68.0,68.0,68.0,68.0,0.0,68.0
2018-04-27,68.0,68.0,68.0,68.0,0.0,68.0
2018-04-30,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-01,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-02,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-03,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-04,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-07,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-08,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-09,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-10,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-11,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-14,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-15,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-16,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-17,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-18,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-21,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-22,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-23,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-24,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-25,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-29,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-30,68.0,68.0,68.0,68.0,0.0,68.0
2018-05-31,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-01,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-04,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-05,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-06,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-07,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-08,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-11,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-12,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-13,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-14,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-15,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-18,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-19,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-20,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-21,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-22,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-25,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-26,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-27,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-28,68.0,68.0,68.0,68.0,0.0,68.0
2018-06-29,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-02,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-03,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-05,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-06,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-09,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-10,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-11,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-12,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-13,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-16,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-17,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-18,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-19,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-20,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-23,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-24,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-25,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-26,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-27,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-30,68.0,68.0,68.0,68.0,0.0,68.0
2018-07-31,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-01,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-02,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-03,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-06,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-07,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-08,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-09,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-10,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-13,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-14,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-15,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-16,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-17,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-20,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-21,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-22,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-23,68.0,68.0,68.0,68.0,0.0,68.0
2018-08-24,68.0,68.0,68.0,68.0,0.0,68.0
