,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.276281312454579,0.0,0.0,1.0,8.0,1.0230234427045481
01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.276281312454579,0.0,0.0,1.0,8.0,1.0230234427045481
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.276281312454579,0.0,0.0,1.0,8.0,1.0230234427045481
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.276281312454579,0.0,0.0,1.0,8.0,1.0230234427045481
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.276281312454579,0.0,0.0,1.0,8.0,1.0230234427045481
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.276281312454579,0.0,0.0,1.0,8.0,1.0230234427045481
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.276281312454579,0.0,0.0,1.0,8.0,1.0230234427045481
