Date,High,Low,Open,Close,Volume,Adj Close
2009-02-13,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-17,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-18,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-19,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-20,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-23,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-24,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-25,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-26,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-02-27,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-02,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-03,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-04,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-05,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-06,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-09,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-10,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-11,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-12,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-13,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-16,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-17,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-18,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-19,6.400000095367432,6.400000095367432,6.400000095367432,6.400000095367432,0.0,4.3986358642578125
2009-03-20,6.25,6.25,6.25,6.25,1100.0,4.295542240142822
2009-03-23,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-03-24,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-03-25,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-03-26,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-03-27,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-03-30,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-03-31,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-04-01,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-04-02,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-04-03,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-04-06,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-04-07,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-04-08,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-04-09,6.25,6.25,6.25,6.25,0.0,4.295542240142822
2009-04-13,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,1000.0,5.635752201080322
2009-04-14,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-15,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-16,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-17,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-20,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-21,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-22,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-23,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-24,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-27,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-28,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-29,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-04-30,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-01,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-04,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-05,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-06,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-07,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-08,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-11,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-12,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-13,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,0.0,5.635752201080322
2009-05-14,8.25,8.25,8.25,8.25,3000.0,5.670116424560547
2009-05-15,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-18,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-19,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-20,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-21,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-22,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-26,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-27,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-28,8.25,8.25,8.25,8.25,0.0,5.670116424560547
2009-05-29,8.25,8.25,8.25,8.25,0.0,5.670116424560547
